loss,hyperparameters,iteration,runtime,score
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 35, 'n_jobs': 4, 'n_neighbors': 49, 'p': 1, 'weights': 'uniform'}",123,0.5176765942086803,0.5
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 44, 'n_jobs': 4, 'n_neighbors': 43, 'p': 1, 'weights': 'uniform'}",124,0.398150569877572,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 40, 'n_jobs': 4, 'n_neighbors': 97, 'p': 1, 'weights': 'distance'}",125,0.4202194859603168,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 88, 'n_jobs': 4, 'n_neighbors': 58, 'p': 1, 'weights': 'distance'}",126,0.3387696378750462,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 28, 'n_jobs': 4, 'n_neighbors': 64, 'p': 1, 'weights': 'distance'}",127,0.4605732098445685,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 61, 'n_jobs': 4, 'n_neighbors': 16, 'p': 1, 'weights': 'uniform'}",128,0.5956695874856877,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 68, 'n_jobs': 4, 'n_neighbors': 89, 'p': 1, 'weights': 'distance'}",129,0.7093524093236994,0.5
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 93, 'n_jobs': 4, 'n_neighbors': 59, 'p': 1, 'weights': 'uniform'}",130,0.6688911653935747,0.5
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 38, 'n_jobs': 4, 'n_neighbors': 51, 'p': 1, 'weights': 'distance'}",131,0.34401721344734426,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 18, 'n_jobs': 4, 'n_neighbors': 20, 'p': 1, 'weights': 'distance'}",132,0.4384710137476304,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 69, 'n_jobs': 4, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",133,0.46595817214215174,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 12, 'n_jobs': 4, 'n_neighbors': 88, 'p': 1, 'weights': 'distance'}",134,0.4771893236007685,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 32, 'n_jobs': 4, 'n_neighbors': 85, 'p': 1, 'weights': 'uniform'}",135,0.7537616016049498,0.5
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 43, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",136,0.47840319078537163,0.5079485209326098
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 43, 'n_jobs': 4, 'n_neighbors': 30, 'p': 1, 'weights': 'distance'}",137,0.4466540572390585,0.5
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 97, 'n_jobs': 4, 'n_neighbors': 14, 'p': 1, 'weights': 'uniform'}",138,0.46496702505258725,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 43, 'n_jobs': 4, 'n_neighbors': 34, 'p': 1, 'weights': 'distance'}",139,0.4057311597786253,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 23, 'n_jobs': 4, 'n_neighbors': 35, 'p': 1, 'weights': 'uniform'}",140,0.6162046362473177,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 89, 'n_jobs': 4, 'n_neighbors': 55, 'p': 1, 'weights': 'distance'}",141,0.3771615475889263,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 14, 'n_jobs': 4, 'n_neighbors': 53, 'p': 1, 'weights': 'distance'}",142,0.6771104755671331,0.5
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 87, 'n_jobs': 4, 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",143,0.5375217226759332,0.5
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 41, 'n_jobs': 4, 'n_neighbors': 33, 'p': 1, 'weights': 'distance'}",144,0.32309176451914823,0.5
0.501355427826016,"{'algorithm': 'auto', 'leaf_size': 36, 'n_jobs': 4, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",145,0.6262121071838322,0.49864457217398395
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 24, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",146,0.45543315431814335,0.5079485209326098
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 24, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",147,0.474095135613922,0.5079485209326098
0.5,"{'algorithm': 'auto', 'leaf_size': 81, 'n_jobs': 4, 'n_neighbors': 92, 'p': 1, 'weights': 'distance'}",148,0.44983528526304895,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 24, 'n_jobs': 4, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'}",149,0.4564912881029528,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 64, 'n_jobs': 4, 'n_neighbors': 26, 'p': 1, 'weights': 'distance'}",150,0.3129972535455039,0.5
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 77, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",151,0.3432308664451682,0.5079485209326098
0.5,"{'algorithm': 'auto', 'leaf_size': 32, 'n_jobs': 4, 'n_neighbors': 47, 'p': 1, 'weights': 'distance'}",152,0.39886694351656615,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 5, 'n_jobs': 4, 'n_neighbors': 22, 'p': 1, 'weights': 'distance'}",153,0.8544827112459501,0.5
0.5004464285714285,"{'algorithm': 'auto', 'leaf_size': 90, 'n_jobs': 4, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",154,0.34329614647302265,0.49955357142857143
0.5,"{'algorithm': 'auto', 'leaf_size': 77, 'n_jobs': 4, 'n_neighbors': 60, 'p': 1, 'weights': 'distance'}",155,0.5395095635240779,0.5
